12145,,,JR5YFA,Takamatsu-city,Kagawa,Japan,
12146,,,JE7ZBX,Shirakawa-city,Fukushima,Japan,
12147,,,JA3YAI,Awaji-city,Hyogo,Japan,
12148,,,JO1YDG,Chuo-city,Yamanashi,Japan,
12149,,,JQ2JYW,Nagoya-city,Aichi,Japan,
12150,,,JH1LMI,Higashimatsuyama-city,Saitama,Japan,
12152,,,JE1IHC,Chichibu-gun,Saitama,Japan,
12154,,,7K3WKG,Kawaguchi-city,Saitama,Japan,
12155,,,JR6CWC,Nagasaki-city,Nagasaki,Japan,
12156,,,JL3CVY,Takarazuka-city,Hyogo,Japan,
12157,,,JO3CST,Tanabe-city,Wakayama,Japan,
12158,,,JG5MDZ,Matsuyama-city,Ehime,Japan,
12164,,,JJ2YNK,Kamo-gun,Shizuoka,Japan,
12165,,,JA3AY,Sumoto-city,Hyogo,Japan,
12166,,,JH1QMX,Atsugi-city,Kanagawa,Japan,
12167,,,JS6ECI,Tomigusuku-city,Okinawa,Japan,
12169,,,JO3DPF,Kishiwada-city,Osaka,Japan,
12170,,,JH2YUU,Inazawa-city,Aichi,Japan,
12171,,,JH7ZIW,Onuma-gun,Fukushima,Japan,
12172,,,JL1HHL,Katsuura-city,Chiba,Japan,
12173,,,JF6ROW,Fukuoka-city,Fukuoka,Japan,
12175,,,JA6UYC,Fukuoka-city,Fukuoka,Japan,
12176,,,JF1NVG,Okegawa-city,Saitama,Japan,
12177,,,JR2DMY,Nagoya-city,Aichi,Japan,
12178,,,JO4BMK,Iyo-gun,Ehime,Japan,
12179,,,JH5GYF,Iyo-gun,Ehime,Japan,
12180,,,JE4YKL,Izumo-city,Shimane,Japan,
12181,,,JF1FHK,Kawaguchi-city,Saitama,Japan,
12182,,,JR8YOQ,Kitami-city,Hokkaido,Japan,
12183,,,JH6MGY,Shimabara-city,Nagasaki,Japan,
12184,,,JA8BXQ,Hakodate-city,Hokkaido,Japan,
12185,,,JA6EWH,Miyakonojo-city,Miyazaki,Japan,
12186,,,JQ1ZIX,Ichihara-city,Chiba,Japan,
12187,,,JP1XYQ,Maebashi-city,Gunma,Japan,
12188,,,JS1TDQ,Yokohama-city,Kanagawa,Japan,
12189,,,JN4THO,Fuchu-city,Hiroshima,Japan,
12190,,,JG6YEM,Isahaya-city,Nagasaki,Japan,
12191,,,JG6YEM,Isahaya-city,Nagasaki,Japan,
12193,,,JA6KHT,Sasebo-city,Nagasaki,Japan,
12194,,,JF4CYP,Okayama-city,Okayama,Japan,
12195,,,JG6YEY,Isahaya-city,Nagasaki,Japan,
12196,,,JJ4KME,Mihara-city,Hiroshima,Japan,
12197,,,JE6FKR,Yufu-city,Oita,Japan,
12201,,,JA6RCI,Minamishimabara-city,Nagasaki,Japan,
12202,,,JR1BFJ,Toshima-ku,Tokyo,Japan,
12204,,,JH1QYQ/5,Matsuyama-city,Ehime,Japan,
12205,,,JN1LIB,Mito-city,Ibaraki,Japan,
12208,,,JI7UPP,Noshiro-city,Akita,Japan,
12210,,,JH8DYJ,Teshio-gun,Hokkaido,Japan,
12211,,,JE2DJC,Takayama-city,Gifu,Japan,
12212,,,JJ0RPU,Suwa-gun,Nagano,Japan,
12213,,,JE6AUZ,Nobeoka-city,Miyazaki,Japan,
12214,,,JP3BGL,Nishinomiya-city,Hyogo,Japan,
12215,,,JG6YFP,Aso-gun,Kumamoto,Japan,
12218,,,JA4NYY,Hiroshima-city,Hiroshima,Japan,
12219,,,JE6LUZ,Kumage-gun,Kagoshima,Japan,
12220,,,JH9YVH,Yoshida-gun,Fukui,Japan,
12221,,,7N4TDN,Machida-city,Tokyo,Japan,
12223,,,JA7FGI,Akita-city,Akita,Japan,
12224,,,7K2CIH,Taito-ku,Tokyo,Japan,
12228,,,JE3RXB,Osaka-city,Osaka,Japan,
12229,,,7M1VGP,Sagamihara-city,Kanagawa,Japan,
12232,,,JR4HGF,Hofu-city,Yamaguchi,Japan,
12234,,,JH6RRL/1,Yokohama-city,Kanagawa,Japan,
12235,,,JH1STV/3,Kamakura-city,Kanagawa,Japan,
12236,,,JI1QNM,Sawa-gun,Gunma,Japan,
12237,,,JA1MEK,Nishiyatsushiro-gun,Yamanashi,Japan,
12239,,,JF1FDS,Kiryu-city,Gunma,Japan,
12240,,,JH1YET,Mito-city,Ibaraki,Japan,
12241,,,JJ3IMW,Higashimuro-gun,Wakayama,Japan,
12242,,,JA4ESB,Fukuyama-city,Hiroshima,Japan,
12243,,,JR0ZFO,Suzaka-city,Nagano,Japan,
12245,,,JI4TPO,Shimonoseki-city,Yamaguchi,Japan,
12246,,,JG3YDN,Koka-city,Shiga,Japan,
12248,,,JA4BEV,Hofu-city,Yamaguchi,Japan,
12249,,,JS1MRW,Kasukabe-city,Saitama,Japan,
12250,,,JF9PJJ/3,Ito-gun,Wakayama,Japan,
12252,,,JA4CLM,Mihara-city,Hiroshima,Japan,
12255,,,JL3ZFH,Takaichi-gun,Nara,Japan,
12256,,,JI1YPK,Shibukawa-city,Gunma,Japan,
12261,,,JG1HJB,Saitama-city,Saitama,Japan,
12262,,,JE1AHP,Chiba-city,Chiba,Japan,
12264,,,JL3YYS,Toyono-gun,Osaka,Japan,
12265,,,JR4JKW,Masuda-city,Shimane,Japan,
12266,,,JJ0RIA,Kamiina-gun,Nagano,Japan,
12267,,,JK3ZTR,Funai-gun,Kyoto,Japan,
12269,,,JO1PYV,Kai-city,Yamanashi,Japan,
12270,,,JQ1ZLS,Yachimata-city,Chiba,Japan,
12271,,,JI7IMD,Yurihonjo-city,Akita,Japan,
12272,,,JO1BEY,Kasukabe-city,Saitama,Japan,
12273,,,JA1DHC,Ageo-city,Saitama,Japan,
12274,,,JN1NVQ,Koga-city,Ibaraki,Japan,
12275,,,JF0WBW,Azumino-city,Nagano,Japan,
12276,,,JR2HPR,Kasugai-city,Aichi,Japan,
12277,,,JF6OLT,Kanzaki-gun,Saga,Japan,
12278,,,JJ1IXJ,Minato-ku,Tokyo,Japan,
12280,,,JF3TGO,Higashimuro-gun,Wakayama,Japan,
12281,,,JE4YJJ,Maniwa-city,Okayama,Japan,
12282,,,7N3MCX,Ota-ku,Tokyo,Japan,
12283,,,JQ1ZIX,Tateyama-city,Chiba,Japan,
12284,,,JL1USZ,Higashiyamato-city,Tokyo,Japan,
12285,,,JM7RSB,Hanamaki-city,Iwate,Japan,
12286,,,JJ1NAJ,Mitaka-city,Tokyo,Japan,
12287,,,JH8ESY,Eniwa-city,Hokkaido,Japan,
12288,,,JE6JED,Saikai-city,Nagasaki,Japan,
12289,,,JQ1ZRP,Tone-gun,Gunma,Japan,
12290,,,JG7ENX,Tsuruoka-city,Yamagata,Japan,
12292,,,JH1BNX,Chichibu-city,Saitama,Japan,
12293,,,JQ1YXJ,Kitagunma-gun,Gunma,Japan,
12294,,,JA7EUH,Ichinoseki-city,Iwate,Japan,
12295,,,JE7YZN,Miyako-city,Iwate,Japan,
12296,,,JQ1ZOG,Matsudo-city,Chiba,Japan,
12298,,,JR1SYJ,Hachioji-city,Tokyo,Japan,
12299,,,JE7ZBL,Morioka-city,Iwate,Japan,
12303,,,JI1RVX,Toda-city,Saitama,Japan,
12304,,,JA7ZGF/7,Higashishirakawa-gun,Fukushima,Japan,
12305,,,JA3PXP,Kawanishi-city,Hyogo,Japan,
12306,,,JQ3QKY,Kakogawa-city,Hyogo,Japan,
12308,,,JH1WFH,Hitachi-city,Ibaraki,Japan,
12309,,,JG1WOC,Sambu-gun,Chiba,Japan,
12310,,,JK2RUZ,Tsu-city,Mie,Japan,
12311,,,JG2TYO,Gifu-city,Gifu,Japan,
12312,,,JE7XCE,Shirakawa-city,Fukushima,Japan,
12313,,,JJ0NZV,Okaya-city,Nagano,Japan,
12316,,,JA2CCV,Owariasahi-city,Aichi,Japan,
12317,,,JA1UPU,Yokosuka-city,Kanagawa,Japan,
12320,,,JE3FEI,Suita-city,Osaka,Japan,
12321,,,JR2NFA,Shizuoka-city,Shizuoka,Japan,
12322,,,JA5AEQ,Kochi-city,Kochi,Japan,
12323,,,JA6DLO,Yanagawa-city,Fukuoka,Japan,
12324,,,7N2PYA,Higashimatsuyama-city,Saitama,Japan,
12325,,,JK1ELT,Yokohama-city,Kanagawa,Japan,
12326,,,JE1MGB,Takasaki-city,Gunma,Japan,
12327,,,JM8BYQ/1,Chichibu-gun,Saitama,Japan,
12328,,,JO1MAL,Hadano-city,Kanagawa,Japan,
12329,,,JE2MBS,Kakamigahara-city,Gifu,Japan,
12330,,,JL4QVI,Okayama-city,Okayama,Japan,
12331,,,JF6YDA,Fukuoka-city,Fukuoka,Japan,
12332,,,JE7YWY,Koriyama-city,Fukushima,Japan,
12334,,,JR3CON,Sasayama-city,Hyogo,Japan,
12335,,,JA7ROC,Tome-city,Miyagi,Japan,
12338,,,JI1YPK,Agatsuma-gun,Gunma,Japan,
12339,,,JN2ESN,Mizuho-city,Gifu,Japan,
12340,,,JI1TQH,Shibuya-ku,Tokyo,Japan,
12341,,,JA3EXO,Kobe-city,Hyogo,Japan,
12342,,,JA8ELM,Sapporo-city,Hokkaido,Japan,
12343,,,JA8ZRL,Tomakomai-city,Hokkaido,Japan,
12344,,,JH9YXY,Toyama-city,Toyama,Japan,
12345,,,JQ1ZZZ,Sagamihara-city,Kanagawa,Japan,
12346,,,JI8HQX,Obihiro-city,Hokkaido,Japan,
12347,,,JK8ORS,Noboribetsu-city,Hokkaido,Japan,
12348,,,JG2YYT,Chita-gun,Aichi,Japan,
12349,,,JI1OBJ,Chiba-city,Chiba,Japan,
12350,,,JR8YNS,Sapporo-city,Hokkaido,Japan,
12352,,,JA0ONU,Nagaoka-city,Niigata,Japan,
12355,,,JF2VRR,Sunto-gun,Shizuoka,Japan,
12356,,,JA9VJO/0,Nagaoka-city,Niigata,Japan,
12357,,,JO3XYT,Toyonaka-city,Osaka,Japan,
12359,,,JA6EIM,Nagasaki-city,Nagasaki,Japan,
12361,,,JA2YRW,Toyohashi-city,Aichi,Japan,
12362,,,JM2TLB,Nagoya-city,Aichi,Japan,
12363,,,JQ2PRV,Chita-gun,Aichi,Japan,
12364,,,JA4MFD,Iwakuni-city,Yamaguchi,Japan,
12365,,,JA4HDX,Hofu-city,Yamaguchi,Japan,
12366,,,JR8YIO,Wakkanai-city,Hokkaido,Japan,
12367,,,JG6GWF,Nagasaki-city,Nagasaki,Japan,
12368,,,JL6WBO,Hirado-city,Nagasaki,Japan,
12369,,,JA6VTP,Iki-city,Nagasaki,Japan,
12370,,,JF6OID,Tsushima-city,Nagasaki,Japan,
12371,,,JH6KEE,Tsushima-city,Nagasaki,Japan,
12372,,,JA0HNN,Niigata-city,Niigata,Japan,
12373,,,JE4SMF,Okayama-city,Okayama,Japan,
12374,,,JA6ZOT,Kasuga-city,Fukuoka,Japan,
12375,,,JA1GJD/2,Nagakute-city,Aichi,Japan,
12376,,,JR4ZAL,Yamagata-gun,Hiroshima,Japan,
12377,,,JL1EYR,Yokohama-city,Kanagawa,Japan,
12378,,,JO6NZJ,Kirishima-city,Kagoshima,Japan,
12379,,,JF7QNS,Minamisoma-city,Fukushima,Japan,
12380,,,JR1BZE,Ota-city,Gunma,Japan,
12381,,,JQ1ZND,Ota-city,Gunma,Japan,
12382,,,JA4DND,Matsue-city,Shimane,Japan,
12384,,,JQ1ZOD,Kawagoe-city,Saitama,Japan,
12385,,,JP3KVF,Takatsuki-city,Osaka,Japan,
12387,,,JH6GZK,Kagoshima-city,Kagoshima,Japan,
12388,,,JD1BOU,Ogasawara-vil,Tokyo,Japan,
12389,,,JR0GPY,Nagaoka-city,Niigata,Japan,
12390,,,JG6AMM,Beppu-city,Oita,Japan,
12391,,,JH2DMF,Taki-gun,Mie,Japan,
12393,,,JI1CLB,Ashikaga-city,Tochigi,Japan,
12394,,,JJ2YKR,Yokkaichi-city,Mie,Japan,
12395,,,JM1WJI,Ota-ku,Tokyo,Japan,
12396,,,JE4YMQ,Okayama-city,Okayama,Japan,
12397,,,JN6AAH,Unzen-city,Nagasaki,Japan,
12398,,,JH0RRT,Sanjo-city,Niigata,Japan,
12399,,,JA0ARF,Myoko-city,Niigata,Japan,
12403,,,JI1DKO,Naka-city,Ibaraki,Japan,
12404,,,JH1ZBV,Nakakoma-gun,Yamanashi,Japan,
12405,,,JH2NSX,Seki-city,Gifu,Japan,
12406,,,JG6YDV,Sasebo-city,Nagasaki,Japan,
12407,,,JG6YDR,Aira-city,Kagoshima,Japan,
12409,,,JI6NAR,Kagoshima-city,Kagoshima,Japan,
12410,,,JA6QAR,Minamikyushu-city,Kagoshima,Japan,
12411,,,JL3ZDS,Fujiidera-city,Osaka,Japan,
12412,,,JG2OLL,Ise-city,Mie,Japan,
12414,,,JM8GUU,Asahikawa-city,Hokkaido,Japan,
12415,,,JA1HQH,Yokohama-city,Kanagawa,Japan,
12416,,,JQ1ZNQ,Edogawa-ku,Tokyo,Japan,
12417,,,JA1TVH,Suginami-ku,Tokyo,Japan,
12418,,,JF6ZSI,Saiki-city,Oita,Japan,
12419,,,JF1WPC,Kasama-city,Ibaraki,Japan,
12421,,,JO4EQJ,Kurashiki-city,Okayama,Japan,
12424,,,JH2BCW,Nagoya-city,Aichi,Japan,
12425,,,JR8YLV,Sapporo-city,Hokkaido,Japan,
12426,,,JP3BQG,Katsuragi-city,Nara,Japan,
12427,,,JN7BGM,Fukushima-city,Fukushima,Japan,
12428,,,JP7ELN,Hanamaki-city,Iwate,Japan,
12431,,,7K3LJI,Kawaguchi-city,Saitama,Japan,
12433,,,JR2FJF,Nagoya-city,Aichi,Japan,
12434,,,JF1OMI,Hachioji-city,Tokyo,Japan,
12435,,,JA1GEI,Hachioji-city,Tokyo,Japan,
12436,,,JM1YOV,Sagamihara-city,Kanagawa,Japan,
12437,,,JQ1ZOD,Kawagoe-city,Saitama,Japan,
12438,,,JH3TCC,Iwade-city,Wakayama,Japan,
12441,,,JQ1ZOC,Hitachi-city,Ibaraki,Japan,
12442,,,JR2OFC,Nagoya-city,Aichi,Japan,
12443,,,JA2VOF,Shizuoka-city,Shizuoka,Japan,
12445,,,JP3JLV,Tanabe-city,Wakayama,Japan,
12446,,,JE7ZCC,Sannohe-gun,Aomori,Japan,
12447,,,JQ1ZDN,Minami-Alps-city,Yamanashi,Japan,
12448,,,JM1YUB,Kisarazu-city,Chiba,Japan,
12449,,,JK4TUG,Hiroshima-city,Hiroshima,Japan,
12450,,,JO3JEP,Himeji-city,Hyogo,Japan,
12451,,,JA2NID,Ogaki-city,Gifu,Japan,
12452,,,JM1VVM,Hitachi-city,Ibaraki,Japan,
12453,,,JS1SGM,Tachikawa-city,Tokyo,Japan,
12454,,,JM4HTF,Akitakata-city,Hiroshima,Japan,
12457,,,JR3YTG,Higashimuro-gun,Wakayama,Japan,
12458,,,JA3GPY,Ritto-city,Shiga,Japan,
12460,,,JF6CME,Kamimashiki-gun,Kumamoto,Japan,
12461,,,JI1HPJ,Hachioji-city,Tokyo,Japan,
12462,,,JE2EZE,Nishio-city,Aichi,Japan,
12464,,,JA2JMV,Shinshiro-city,Aichi,Japan,
12465,,,JH1KEW/3,Nishinomiya-city,Hyogo,Japan,
12466,,,JA9OAH/3,Otsu-city,Shiga,Japan,
12467,,,JL3XXJ,Mishima-gun,Osaka,Japan,
12469,,,JP3CIL,Fukuchiyama-city,Kyoto,Japan,
12472,,,JA4YBW,Miyoshi-city,Hiroshima,Japan,
12473,,,JR2RLA,Hamamatsu-city,Shizuoka,Japan,
12474,,,JA9MIZ,Nanto-city,Toyama,Japan,
12475,,,JF6YCQ,Kitakyushu-city,Fukuoka,Japan,
12477,,,JE1QBO,Nishitama-gun,Tokyo,Japan,
12478,,,JR1EYT,Sakura-city,Chiba,Japan,
12479,,,JF3DCH,Shingu-city,Wakayama,Japan,
12480,,,JI1ATO,Mito-city,Ibaraki,Japan,
12481,,,JL3ZBJ,Tamba-city,Hyogo,Japan,
12482,,,JG2FFB,Motosu-gun,Gifu,Japan,
12483,,,JK3SPC,Takarazuka-city,Hyogo,Japan,
12484,,,JP7FAH,Iwaki-city,Fukushima,Japan,
12485,,,JF6YFS,Miyakonojo-city,Miyazaki,Japan,
12486,,,JR7ZMM,Iwaki-city,Fukushima,Japan,
12487,,,JA6YKK,Imari-city,Saga,Japan,
12488,,,JG6TXW,Tamana-gun,Kumamoto,Japan,
12489,,,JR0ZGB,Matsumoto-city,Nagano,Japan,
12490,,,JJ2YMZ,Fuwa-gun,Gifu,Japan,
12491,,,JS1YBI,Inba-gun,Chiba,Japan,
12492,,,JH1AJH,Setagaya-ku,Tokyo,Japan,
12496,,,JS1BIB,Utsunomiya-city,Tochigi,Japan,
12497,,,JH4ZXJ,Yamagata-gun,Hiroshima,Japan,
12501,,,JA3IVV,Sakai-city,Osaka,Japan,
12502,,,JS1KMP,Kanra-gun,Gunma,Japan,
12503,,,JF7VVL,Sendai-city,Miyagi,Japan,
12504,,,JN1ISC,Chiba-city,Chiba,Japan,
12505,,,JN2BCE,Yamagata-city,Gifu,Japan,
12507,,,JS3RNI,Kyoto-city,Kyoto,Japan,
12511,,,JL3ZEE,Nishinomiya-city,Hyogo,Japan,
12512,,,JH9YIM,Tsuruga-city,Fukui,Japan,
12513,,,JE1DEI,Nerima-ku,Tokyo,Japan,
12514,,,JH3QGX,Shijonawate-city,Osaka,Japan,
12517,,,JR9MAR,Tonami-city,Toyama,Japan,
12519,,,JI1GAY,Yokohama-city,Kanagawa,Japan,
12522,,,JG6YDC,Sasebo-city,Nagasaki,Japan,
12523,,,JG4FEG,Hiroshima-city,Hiroshima,Japan,
12524,,,JG1SFB,Mito-city,Ibaraki,Japan,
12525,,,JA4KVP,Fukuyama-city,Hiroshima,Japan,
12526,,,JH9YIZ,Tsuruga-city,Fukui,Japan,
12527,,,JL3ZEE,Nishinomiya-city,Hyogo,Japan,
12529,,,JH6EPD,Saito-city,Miyazaki,Japan,
12530,,,JS3KKT,Hannan-city,Osaka,Japan,
12532,,,JJ2YOC,Tsu-city,Mie,Japan,
12533,,,JJ0BGR,Komagane-city,Nagano,Japan,
12534,,,JQ1ZOX,Hitachinaka-city,Ibaraki,Japan,
12535,,,JR5YBK,Niihama-city,Ehime,Japan,
12537,,,JA8IBG,Sapporo-city,Hokkaido,Japan,
12538,,,JG6NQR,Fukuoka-city,Fukuoka,Japan,
12539,,,7L4RUC,Kasama-city,Ibaraki,Japan,
12540,,,JA9XKS,Tonami-city,Toyama,Japan,
12542,,,JK2PVL,Shizuoka-city,Shizuoka,Japan,
12543,,,JA0BXU,Niigata-city,Niigata,Japan,
12544,,,JG1JAN,Kawagoe-city,Saitama,Japan,
12546,,,JO2QVB,Toyohashi-city,Aichi,Japan,
12548,,,JQ1ZWR,Ebina-city,Kanagawa,Japan,
12549,,,JH3VFX,Uda-city,Nara,Japan,
12550,,,7N4RIX,Musashino-city,Tokyo,Japan,
12551,,,JG6YHS,Fukuoka-city,Fukuoka,Japan,
12552,,,JH9VYA,Kanazawa-city,Ishikawa,Japan,
12553,,,JO6WQG,Beppu-city,Oita,Japan,
12554,,,JH2GME,Nukata-gun,Aichi,Japan,
12555,,,JI8MOE,Obihiro-city,Hokkaido,Japan,
12556,,,JH8IKV,Sapporo-city,Hokkaido,Japan,
12557,,,JG7XLF,Ishinomaki-city,Miyagi,Japan,
12558,,,JE7GZG,Yonezawa-city,Yamagata,Japan,
12559,,,JO7QGC,Kakuda-city,Miyagi,Japan,
12560,,,JH1CVR,Ota-ku,Tokyo,Japan,
12561,,,JI1TVW,Ota-ku,Tokyo,Japan,
12562,,,JQ1ZPG,Inashiki-city,Ibaraki,Japan,
12564,,,JL3YZD,Yasu-city,Shiga,Japan,
12565,,,JQ1ZPS,Adachi-ku,Tokyo,Japan,
12566,,,JH6SGF,Kobayashi-city,Miyazaki,Japan,
12567,,,JG6YIV,Fukuoka-city,Fukuoka,Japan,
12568,,,JA6JEX,Kumamoto-city,Kumamoto,Japan,
12570,,,JA1SST,Midori-city,Gunma,Japan,
12571,,,JH1FWB,Kiryu-city,Gunma,Japan,
12572,,,JA1QKP,Midori-city,Gunma,Japan,
12573,,,JA5ZGU,Takamatsu-city,Kagawa,Japan,
12574,,,JR5YEZ,Takamatsu-city,Kagawa,Japan,
12575,,,JG1UBK,Kawasaki-city,Kanagawa,Japan,
12576,,,JA8BMD,Kushiro-city,Hokkaido,Japan,
12579,,,JH9YIM/3,Nishinomiya-city,Hyogo,Japan,
12581,,,JI1KHP,Nerima-ku,Tokyo,Japan,
12582,,,JA4WOE,Hiroshima-city,Hiroshima,Japan,
12585,,,JL3ZEE/9,Tsuruga-city,Fukui,Japan,
